City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,novyy urengoy,66.0833,76.6333,285.49,68,100,5.17,RU,1694393044
280,noumea,-22.2763,166.4572,298.14,99,30,7.17,NC,1694393044
281,box elder,41.5005,-112.8764,297.61,44,1,2.74,US,1694393044
282,kavieng,-2.5744,150.7967,301.86,73,93,4.84,PG,1694393044
283,bengkulu,-3.8004,102.2655,297.32,78,70,4.05,ID,1694393044
284,arraial do cabo,-22.9661,-42.0278,294.15,90,100,5.74,BR,1694393045
285,cerkes,40.8116,32.8936,282.33,85,9,0.79,TR,1694393045
286,kingston,17.997,-76.7936,301.68,84,40,2.57,JM,1694392309
287,baardheere,2.3446,42.2764,298.1,80,75,6.59,SO,1694393045
288,copiapo,-27.3667,-70.3333,286.98,30,42,1.83,CL,1694392767
289,dingtao,35.0683,115.5625,298.24,71,100,1.27,CN,1694393046
290,pierre,44.3683,-100.351,290.66,71,100,3.09,US,1694393000
291,alesund,62.4723,6.1549,288.01,94,100,2.06,NO,1694393046
292,taroa,8.7058,171.2275,301.87,76,51,5.82,MH,1694393046
293,egilsstadir,65.2653,-14.3948,276.1,100,75,4.63,IS,1694393046
294,queenstown,-31.8976,26.8753,283.49,56,0,1.45,ZA,1694393047
295,san pedro pochutla,15.7333,-96.4667,301.99,89,98,4.21,MX,1694393047
296,vikhorevka,56.1201,101.1636,278.92,61,65,1.43,RU,1694393047
297,holmsund,63.706,20.3641,283.68,87,0,1.54,SE,1694393047
298,petropavlovsk-kamchatsky,53.0452,158.6483,291.48,34,20,2.0,RU,1694393047
299,tolanaro,-25.0319,46.9987,294.19,88,0,8.23,MG,1694393047
300,colesberg,-30.72,25.0972,280.98,55,0,4.12,ZA,1694393048
301,plettenberg bay,-34.0527,23.3716,281.88,83,100,6.02,ZA,1694393048
302,ebon,4.582,168.6964,301.81,70,66,2.15,MH,1694393048
303,hermanus,-34.4187,19.2345,282.48,58,100,9.13,ZA,1694393048
304,zuunmod,47.7069,106.9528,275.72,79,20,1.72,MN,1694393048
305,kununurra,-15.7667,128.7333,304.14,18,42,6.17,AU,1694393049
306,pitimbu,-7.4706,-34.8086,296.48,82,29,5.84,BR,1694393049
307,puerto boyaca,5.9758,-74.5885,298.1,87,55,0.82,CO,1694393031
308,san antonio de pale,-1.4014,5.6325,296.84,88,100,6.4,GQ,1694393049
309,tshabong,-26.05,22.45,284.98,47,0,9.09,BW,1694393049
310,kamina,-8.7386,24.9906,292.1,85,66,2.02,CD,1694393050
311,san sebastian de la gomera,28.0916,-17.1133,297.35,68,0,2.57,ES,1694393050
312,barreiro do jaiba,-15.6167,-43.6,297.3,25,0,4.09,BR,1694393050
313,hermantown,46.8069,-92.2383,289.65,82,40,3.09,US,1694393050
314,mammoth lakes,37.6485,-118.9721,289.55,56,75,3.6,US,1694393051
315,akureyri,65.6835,-18.0878,279.11,65,75,2.06,IS,1694393051
316,baracoa,20.3467,-74.4958,301.34,85,56,3.41,CU,1694393051
317,morehead city,34.7229,-76.726,301.15,85,0,4.12,US,1694393051
318,atafu village,-8.5421,-172.5159,301.38,73,14,3.12,TK,1694393051
319,nan,18.8333,100.6667,297.16,94,75,1.54,TH,1694393052
320,burutu,5.3509,5.5076,298.29,89,33,3.51,NG,1694393052
321,lihue,21.9789,-159.3672,303.73,72,40,6.17,US,1694392821
322,miguel ahumada,30.6167,-106.5167,306.46,15,8,6.02,MX,1694393052
323,kotovo,50.3211,44.8012,283.36,69,6,3.91,RU,1694393053
324,coahuayana de hidalgo,18.7,-103.6583,300.8,84,5,1.61,MX,1694393053
325,vernon,50.2581,-119.2691,303.89,32,100,2.24,CA,1694393053
326,praia da vitoria,38.7333,-27.0667,293.57,94,20,1.22,PT,1694392932
327,levuka,50.1834,-105.4011,296.99,30,13,0.99,CA,1694393053
328,impfondo,1.6381,18.0667,294.96,94,90,0.55,CG,1694393053
329,rio grande,-32.035,-52.0986,290.21,96,90,5.25,BR,1694393054
330,shetpe,44.1667,52.1167,286.63,65,2,6.2,KZ,1694393054
331,okha,53.5739,142.9478,286.59,61,27,4.72,RU,1694393054
332,lompoc,34.6391,-120.4579,305.25,79,0,5.81,US,1694393054
333,orchard homes,46.8633,-114.0484,301.23,29,0,4.63,US,1694393054
334,ogulin,45.2661,15.2286,285.71,71,9,1.18,HR,1694393055
335,pelabuhanratu,-6.9875,106.5514,298.95,67,6,1.81,ID,1694392923
336,wanxian,30.8039,108.3897,300.32,82,100,2.59,CN,1694393055
337,touros,-5.1989,-35.4608,297.86,76,0,6.04,BR,1694393055
338,saldanha,-33.0117,17.9442,283.18,63,100,8.36,ZA,1694393056
339,weno,7.4515,151.8468,301.12,89,100,2.06,FM,1694393056
340,saint-philippe,-21.3585,55.7679,291.92,74,40,4.54,RE,1694393056
341,puerto armuelles,8.2833,-82.8667,301.02,72,100,0.45,PA,1694393056
342,alice springs,-23.7,133.8833,292.9,14,2,7.72,AU,1694393056
343,dinguiraye,11.3,-10.7167,294.53,95,100,1.22,GN,1694393057
344,gazli,40.1333,63.45,293.95,52,0,9.77,UZ,1694393057
345,kyzylorda,44.8528,65.5092,292.16,37,40,4.0,KZ,1694393057
346,barra de santo antonio,-9.4047,-35.5072,295.75,82,0,4.11,BR,1694393057
347,belyy yar,53.6039,91.3903,279.09,100,0,0.0,RU,1694393057
348,tokonou,9.65,-9.7833,293.68,97,98,1.67,GN,1694393058
349,macia,-25.0269,33.0989,295.12,50,0,4.97,MZ,1694393058
350,madera,37.1666,-119.8343,307.73,26,0,2.63,US,1694392991
351,robore,-18.3333,-59.75,302.08,43,0,2.37,BO,1694393058
352,roma,43.2128,-75.4557,293.99,93,100,1.54,US,1694393058
353,vorgashor,67.5833,63.95,280.59,93,100,4.35,RU,1694393059
354,brisas de zicatela,15.8369,-97.0419,299.44,65,75,1.54,MX,1694393059
355,palpa,-14.5336,-75.1856,295.54,51,0,0.97,PE,1694393059
356,kosh-agach,50.0,88.6667,281.87,51,99,1.1,RU,1694393059
357,usinsk,65.9939,57.5281,281.77,91,64,4.34,RU,1694393060
358,dongsheng,39.8161,109.9776,290.3,45,100,6.34,CN,1694393060
359,susuman,62.7833,148.1667,275.92,99,100,1.06,RU,1694393060
360,oliver,49.1831,-119.5524,304.1,23,97,2.57,CA,1694393060
361,paraty,-23.2178,-44.7131,294.11,91,3,1.44,BR,1694393060
362,tamanrasset,22.785,5.5228,300.1,34,40,1.54,DZ,1694392883
363,balykchy,42.4557,76.1861,289.27,54,0,0.58,KG,1694393061
364,san luis de la loma,17.2706,-100.8939,300.92,83,99,0.81,MX,1694393061
365,gornyatskiy,48.2915,40.9575,286.25,69,56,2.13,RU,1694393062
366,chibougamau,49.9168,-74.3659,287.94,72,75,0.0,CA,1694392782
367,smithers,54.7804,-127.1743,297.33,27,100,3.6,CA,1694393062
368,puerto deseado,-47.7503,-65.8938,281.91,58,7,4.49,AR,1694393062
369,mount isa,-20.7333,139.5,299.02,15,100,6.69,AU,1694393062
370,magway,20.15,94.9167,298.75,91,100,2.86,MM,1694393063
371,yuzhno-kurilsk,44.0306,145.8556,293.17,82,65,1.56,RU,1694393063
372,labytnangi,66.6572,66.4183,282.59,81,93,2.89,RU,1694393063
373,swift current,50.2834,-107.8014,295.6,26,0,4.12,CA,1694393021
374,miranda,3.2499,-76.2281,298.22,89,87,2.54,CO,1694393063
375,coquimbo,-29.9533,-71.3436,288.0,82,0,2.06,CL,1694393064
376,tsiombe,-25.3,45.4833,294.02,64,0,1.35,MG,1694393064
377,erdenet,49.0333,104.0833,278.45,84,10,1.92,MN,1694393064
378,castelo do piaui,-5.3222,-41.5525,300.07,37,0,2.87,BR,1694393064
379,qianjiang,30.4151,112.8859,299.06,85,86,3.59,CN,1694393065
380,pandan,14.0453,124.1694,303.24,65,100,0.78,PH,1694393065
381,valparaiso,-33.0393,-71.6273,289.26,74,75,1.54,CL,1694393065
382,horta,38.5333,-28.6333,292.6,85,13,2.68,PT,1694393065
383,sandnessjoen,66.0217,12.6316,282.44,73,99,4.86,NO,1694393066
384,east london,-33.0153,27.9116,290.87,70,62,6.58,ZA,1694393066
385,yonggwang-up,40.0183,127.4547,296.44,66,21,0.7,KP,1694393066
386,nowy dwor gdanski,54.2131,19.1177,289.02,73,0,1.09,PL,1694393066
387,meulaboh,4.1363,96.1285,298.68,82,99,2.1,ID,1694393067
388,saint john,45.2727,-66.0677,291.72,88,100,1.54,CA,1694392839
389,mount pleasant,32.7941,-79.8626,300.93,87,40,0.89,US,1694392872
390,sisimiut,66.9395,-53.6735,276.91,85,30,3.87,GL,1694393067
391,verkhnevilyuysk,63.4453,120.3167,279.0,81,99,3.17,RU,1694393067
392,neiafu,-18.65,-173.9833,298.53,73,75,4.12,TO,1694393068
393,auki,-8.7676,160.7034,302.6,67,48,3.24,SB,1694393068
394,petropavlovka,50.6114,105.3196,280.48,73,7,1.25,RU,1694393068
395,mongomo,1.6274,11.3135,292.73,99,51,1.44,GQ,1694393068
396,tazacorte,28.629,-17.9293,296.69,78,0,3.13,ES,1694393069
397,kongolo,-5.3833,27.0,296.69,79,100,1.34,CD,1694393069
398,presidente epitacio,-21.7633,-52.1156,297.08,43,0,2.47,BR,1694393069
399,kolwezi,-10.7148,25.4667,291.02,68,94,2.69,CD,1694393069
400,vazante,-17.9869,-46.9078,296.22,33,0,1.97,BR,1694393070
401,reggane,26.7158,0.1714,308.32,21,100,4.18,DZ,1694393070
402,beyla,8.6833,-8.6333,293.0,98,84,1.38,GN,1694393070
403,vadso,70.0744,29.7487,283.24,81,87,3.6,NO,1694393070
404,amurzet,47.6967,131.0981,290.26,90,100,2.12,RU,1694393070
405,dengi,9.3667,9.95,296.21,95,78,1.44,NG,1694393071
406,vrangel',42.7297,133.0839,292.68,85,100,4.6,RU,1694393071
407,talara,-4.5772,-81.2719,294.57,83,0,5.43,PE,1694393071
408,paramonga,-10.6667,-77.8333,292.44,86,8,3.49,PE,1694393071
409,yamethin,20.4333,96.15,297.77,92,100,2.43,MM,1694393071
410,bridgewater,44.3835,-64.5155,293.53,100,100,3.09,CA,1694393072
411,cafayate,-26.073,-65.9761,294.12,27,33,1.73,AR,1694393072
412,new prague,44.5433,-93.5761,294.82,69,100,2.1,US,1694393072
413,victoria de durango,24.0333,-104.6667,301.94,13,40,3.09,MX,1694392775
414,hotan,37.0997,79.9269,296.21,19,0,2.85,CN,1694393073
415,posto fiscal rolim de moura,-13.0833,-62.2667,300.93,53,0,1.21,BR,1694393073
416,najran,17.4924,44.1277,297.51,23,100,2.1,SA,1694392937
417,mariental,-24.6333,17.9667,285.43,49,0,6.85,NA,1694393073
418,yorkton,51.2167,-102.4677,286.06,94,75,2.57,CA,1694393073
419,eydhafushi,5.1033,73.0708,299.56,80,100,2.75,MV,1694393074
420,mili,6.0815,171.735,301.84,77,20,5.34,MH,1694393074
421,santa marta,11.2408,-74.199,302.18,77,75,5.14,CO,1694393074
422,raduzhny,62.0961,77.475,283.18,66,61,2.1,RU,1694393074
423,valladolid,41.5833,-4.6667,294.14,69,2,1.69,ES,1694393074
424,remire-montjoly,4.9167,-52.2667,300.17,83,0,1.03,GF,1694393075
425,srikakulam,18.3,83.9,300.37,86,37,2.29,IN,1694393075
426,margate,51.3813,1.3862,293.54,78,100,1.79,GB,1694392892
427,arteche,12.2645,125.4048,304.0,59,89,1.61,PH,1694393075
428,parun,35.4207,70.9221,284.44,35,0,5.46,AF,1694393075
429,al kharijah,25.4514,30.5464,302.94,23,0,3.14,EG,1694393076
430,hanko,59.8333,22.95,290.36,97,31,3.58,FI,1694393076
431,coxen hole,16.3244,-86.5366,301.75,79,20,4.12,HN,1694393076
432,san juan nepomuceno,9.9516,-75.082,297.94,94,100,2.2,CO,1694393076
433,jishu,44.3167,126.8,294.82,79,98,4.06,CN,1694393076
434,anna regina,7.2644,-58.5077,300.59,77,93,3.59,GY,1694393077
435,al burayqah,30.4062,19.5739,298.9,65,98,7.93,LY,1694393077
436,boguchany,58.3814,97.4531,281.13,62,20,0.27,RU,1694393077
437,rawson,-43.3002,-65.1023,285.68,54,87,4.1,AR,1694393077
438,askiz,53.1319,90.5264,284.27,70,35,0.72,RU,1694393077
439,lisala,2.15,21.5167,294.51,93,97,0.69,CD,1694393078
440,ancud,-41.8697,-73.8203,281.48,82,100,6.11,CL,1694393078
441,maple ridge,49.2194,-122.6019,298.64,49,79,1.54,CA,1694393078
442,arno,60.1167,18.6333,289.14,93,100,1.62,SE,1694393058
443,ketchikan,55.3422,-131.6461,290.41,72,100,7.2,US,1694393078
444,howard springs,-12.497,131.047,304.72,59,71,6.19,AU,1694393078
445,maintirano,-18.0667,44.0167,296.4,85,98,2.42,MG,1694393079
446,saudarkrokur,65.7461,-19.6394,278.11,82,98,1.95,IS,1694393079
447,tatarsk,55.219,75.9828,282.65,72,92,3.25,RU,1694393079
448,kadnikov,59.5022,40.338,283.57,94,4,0.73,RU,1694393079
449,miyaly,48.8844,53.7836,283.64,72,77,4.19,KZ,1694393080
450,joao pinheiro,-17.7425,-46.1725,295.68,32,0,3.92,BR,1694393080
451,puerto baquerizo moreno,-0.9,-89.6,296.26,87,29,5.64,EC,1694393080
452,neietsu,37.1845,128.4682,295.21,65,10,0.72,KR,1694393080
453,lazaro cardenas,17.9583,-102.2,301.16,78,10,2.14,MX,1694393080
454,tuni,17.35,82.55,299.46,88,58,3.87,IN,1694392843
455,macara,-4.3833,-79.95,297.25,61,23,2.24,EC,1694393081
456,doctor alberto oviedo mota,32.2275,-115.1697,313.22,16,16,6.96,MX,1694393081
457,shitanjing,39.2342,106.3439,293.54,20,100,2.65,CN,1694393081
458,natal,-5.795,-35.2094,297.27,88,20,4.12,BR,1694392900
459,lyskovo,56.0328,45.0422,281.41,87,10,2.18,RU,1694393081
460,clarence town,-32.5833,151.7833,292.01,41,6,1.25,AU,1694393082
461,ortigueira,-24.2083,-50.9494,291.9,79,24,1.36,BR,1694393082
462,eyl,7.9803,49.8164,299.0,80,36,8.4,SO,1694393082
463,al mutayrifi,25.4788,49.5576,303.34,21,7,4.11,SA,1694393082
464,sinjar,36.3209,41.8754,298.8,22,0,3.96,IQ,1694393082
465,kangding,30.0513,101.9603,289.61,89,100,1.13,CN,1694393083
466,akrehamn,59.2667,5.1833,291.6,88,100,5.14,NO,1694393083
467,bria,6.5423,21.9863,293.24,96,100,1.34,CF,1694393083
468,dawesville,30.9224,-84.0091,301.68,84,0,1.34,US,1694393083
469,fort mcmurray,56.7268,-111.381,296.92,40,0,6.17,CA,1694392930
470,shuangjiang,26.1547,109.7138,299.17,78,52,0.35,CN,1694393084
471,acarau,-2.8856,-40.12,299.01,79,0,8.38,BR,1694393084
472,narok,-1.0783,35.8601,289.01,76,100,2.66,KE,1694393084
473,pueblo,38.2545,-104.6091,296.12,55,0,5.66,US,1694393045
474,fort morgan,40.2503,-103.8,291.51,68,94,0.0,US,1694393027
475,raichur,16.2,77.3667,296.69,83,100,3.97,IN,1694393085
476,laguna,38.421,-121.4238,308.75,21,0,3.09,US,1694393085
477,santa helena de goias,-17.8136,-50.5969,300.87,36,0,2.47,BR,1694393085
478,lukhovka,54.1484,45.2573,283.36,74,72,3.16,RU,1694393085
479,kalmunai,7.4167,81.8167,299.33,76,97,3.42,LK,1694393085
480,arroyo,41.6096,-4.7969,294.32,72,0,3.6,ES,1694393086
481,cartagena,10.3997,-75.5144,300.94,83,20,2.57,CO,1694392988
482,murmashi,68.8154,32.8115,282.38,100,75,3.13,RU,1694393086
483,laojunmiao,39.8333,97.7333,291.14,27,0,2.49,CN,1694393086
484,nizhnesortymskiy,62.4397,71.7603,282.69,78,90,2.6,RU,1694393086
485,sablayan,12.8346,120.769,301.21,76,75,1.78,PH,1694393086
486,portsmouth,50.799,-1.0913,292.3,96,25,2.24,GB,1694392910
487,usogorsk,63.4106,48.6872,281.57,97,16,1.73,RU,1694393087
488,fisterra,42.9049,-9.2629,290.38,86,85,1.56,ES,1694393087
489,hilo,19.7297,-155.09,301.07,79,40,3.6,US,1694393087
490,garbahaarrey,3.3289,42.2209,297.6,79,99,7.69,SO,1694393088
491,khandyga,62.6667,135.6,276.19,98,100,1.78,RU,1694393088
492,tezu,27.9167,96.1667,301.16,72,36,0.38,IN,1694393088
493,el granada,37.5027,-122.4694,301.52,73,0,9.26,US,1694393088
494,beneditinos,-5.45,-42.3667,300.75,33,30,2.58,BR,1694393088
495,igarka,67.4667,86.5833,282.32,98,100,4.55,RU,1694393089
496,antalaha,-14.9003,50.2788,292.67,86,14,2.7,MG,1694393089
497,pericos,25.05,-107.7,308.1,75,0,2.83,MX,1694393089
498,pangody,65.85,74.4859,284.74,72,100,5.23,RU,1694393089
499,nowy targ,49.4778,20.0323,288.56,87,0,1.23,PL,1694393089
500,kirkland lake,48.1446,-80.0377,288.31,77,52,0.51,CA,1694393089
501,paka,4.6374,103.4368,298.11,94,20,0.0,MY,1694393090
502,nadym,65.5333,72.5167,283.51,79,99,4.9,RU,1694393090
503,great falls,47.5002,-111.3008,297.4,34,0,3.6,US,1694393090
504,pangai,-19.8,-174.35,298.21,69,75,8.75,TO,1694393090
505,monte patria,-30.6919,-70.9467,291.29,39,100,2.0,CL,1694393090
506,beledweyne,4.7358,45.2036,297.89,79,90,7.48,SO,1694393091
507,novyy urgal,51.0736,132.5642,290.62,54,2,0.82,RU,1694393091
508,shakiso,5.75,38.9167,289.98,80,100,0.92,ET,1694393091
509,alibag,18.6411,72.8792,301.19,86,96,2.21,IN,1694393091
510,al jahra',29.3375,47.6581,309.61,15,0,3.99,KW,1694393091
511,balrampur,27.4333,82.1833,297.7,94,100,2.76,IN,1694393092
512,isoka,-10.1606,32.6335,290.27,54,75,1.37,ZM,1694393092
513,carutapera,-1.195,-46.02,299.5,79,1,4.38,BR,1694393092
514,kearney,40.6995,-99.0815,290.46,95,100,3.09,US,1694392983
515,bogande,12.9714,-0.1436,300.1,68,17,3.67,BF,1694393092
516,sergeyevka,53.88,67.4158,283.14,73,100,3.37,KZ,1694392879
517,metlili chaamba,32.2667,3.6333,305.67,18,40,2.57,DZ,1694393093
518,kollam,8.8833,76.6,298.0,88,100,3.36,IN,1694393093
519,ar ruways,24.1103,52.7306,304.09,66,5,2.66,AE,1694393093
520,bouar,5.934,15.596,290.85,94,100,1.06,CF,1694393093
521,alofi,-19.0595,-169.9187,297.09,83,28,6.17,NU,1694393094
522,daru,-9.0763,143.2092,300.06,71,100,7.95,PG,1694393094
523,holualoa,19.6228,-155.9522,300.06,78,75,5.66,US,1694392860
524,sinabang,2.4803,96.3801,300.47,79,90,3.5,ID,1694393094
525,kuta,-8.7233,115.1723,300.12,88,75,5.36,ID,1694393094
526,rio verde de mato grosso,-18.9181,-54.8442,303.62,34,6,2.53,BR,1694392928
527,griffith,41.5284,-87.4237,297.11,63,0,2.57,US,1694393095
528,comodoro rivadavia,-45.8667,-67.5,283.07,43,0,2.06,AR,1694393095
529,holma,9.9008,13.0567,295.01,88,20,1.88,NG,1694393095
530,fort-shevchenko,44.5086,50.263,290.47,57,77,8.22,KZ,1694393096
531,cabo san lucas,22.8909,-109.9124,305.96,62,0,4.12,MX,1694393021
532,gole,52.1665,20.4937,291.61,89,0,2.86,PL,1694393096
533,muli,2.9167,73.5667,301.47,74,91,4.96,MV,1694393096
534,aasiaat,68.7098,-52.8699,272.25,70,100,1.87,GL,1694393096
535,ciechocinek,52.8791,18.7951,288.44,60,0,0.4,PL,1694392967
536,borovo,45.3764,18.9669,290.5,88,0,1.54,HR,1694393097
537,katsuura,35.1333,140.3,300.66,81,99,3.07,JP,1694393097
538,murun-kuren,49.6342,100.1625,280.83,46,2,1.1,MN,1694393097
539,narvik,68.4384,17.4272,285.03,96,100,2.67,NO,1694393097
540,bay point,38.0291,-121.9616,307.08,24,0,5.14,US,1694393097
541,chul'man,56.8479,124.9104,279.07,66,42,2.74,RU,1694393098
542,meybod,32.2501,54.0166,298.16,13,0,0.79,IR,1694393098
543,arbatache,36.6377,3.3713,296.33,83,75,3.09,DZ,1694393098
544,aoulef,26.9667,1.0833,307.66,15,100,6.48,DZ,1694393098
545,etaples,50.5219,1.6332,292.08,94,75,0.0,FR,1694393098
546,sade,11.3595,10.6732,298.39,69,94,3.59,NG,1694393099
547,magadan,59.5667,150.8,286.78,68,12,1.89,RU,1694393099
548,quatre cocos,-20.2078,57.7625,295.42,73,43,6.34,MU,1694393099
549,tranqueras,-31.2,-55.75,291.12,96,100,2.02,UY,1694393099
550,bucerias,20.75,-105.3333,305.14,70,20,4.12,MX,1694393099
551,kristiansund,63.1115,7.732,285.51,94,100,0.0,NO,1694393100
552,ginir,7.1333,40.7,289.32,75,100,4.85,ET,1694393100
553,wenling,28.3669,121.36,300.06,77,4,2.07,CN,1694393100
554,bungo-takada-shi,33.5567,131.4451,299.14,75,100,2.22,JP,1694393100
555,beloyarskiy,63.7119,66.6722,283.15,79,100,1.34,RU,1694393100
556,culpeper,38.5004,-77.9664,296.95,92,0,0.0,US,1694393101
557,lehrte,52.3833,9.9667,292.58,93,74,1.61,DE,1694393101
